# Saturno-Alfa-2/Titã-3			LT 29 Jan 2023		StratoLoggerCF (SL-8)
# t(s)  h(m)
0	0
0.192	1.8
0.384	4.5
0.576	6
0.768	15.8
0.96	23.6
1.152	32.2
1.344	50.7
1.536	60.9
1.728	71.9
1.92	81.5
2.112	92.5
2.304	100.7
2.496	110.7
2.688	118.7
2.88	127.6
3.072	134.5
3.264	142.7
3.456	149.5
3.648	156.1
3.84	162.6
4.032	168.2
4.224	173.3
4.416	179.4
4.608	183.4
4.8	187.4
4.992	191.8
5.184	195.8
5.376	198.6
5.568	202.6
5.76	204.5
5.952	207
6.144	209.3
6.336	210.7
6.528	212.2
6.72	212.8
6.912	213.1
7.104	213.9
7.296	213.7
7.488	213.2
7.68	213.2
7.872	212.8
8.064	213
8.256	212.5
8.448	201.8
8.64	200.3
8.832	206.2
9.024	196.5
9.216	194.8
9.408	197.4
9.6	196.2
9.792	195.9
9.984	189.9
10.176	184.9
10.368	181.4
10.56	179.6
10.752	175.8
10.944	174.2
11.136	163.1
11.328	170.3
11.52	166.7
11.712	156.9
11.904	163.5
12.096	148.4
12.288	146.2
12.48	154.1
12.672	148.4
12.864	136
13.056	146
13.248	133
13.44	134.1
13.632	128.3
13.824	120.8
14.016	123
14.208	119.8
14.4	119.8
14.592	119.4
14.784	119.1
14.976	111.8
15.168	98
15.36	93.5
15.552	84.1
15.744	90.1
15.936	87
16.128	78.2
16.32	78.3
16.512	79.5
16.704	75.2
16.896	72
17.088	72.3
17.28	68.6
17.472	69
17.664	66.2
17.856	64.3
18.048	62.9
18.24	62
18.432	62.5
18.624	61.3
18.816	58.3
19.008	57.6
19.2	54.5
19.392	53.8
19.584	52.4
19.776	52.9
19.968	52.2
20.16	51.3
20.352	48.1
20.544	46.1
20.736	45
20.928	44.5
21.12	42.1
21.312	40.2
21.504	38.7
21.696	37.9
21.888	35.9
22.08	37.4
22.272	34.2
22.464	32.3
22.656	30.5
22.848	29.9
23.04	30.2
23.232	27.8
23.424	28
23.616	26.7
23.808	23.8
24	23.1
24.192	21.9
24.384	19.6
24.576	17.8
24.768	15.7
24.96	16.9
25.152	15.6
25.344	13.3
25.536	11.5
25.728	8.1
25.92	6.3
26.112	6.9
26.304	6.1
26.496	5.4
26.688	1.7
26.88	0.9
27.072	1.1
27.264	1.2
27.456	1.4
27.648	1
27.84	2.3
28.032	0.4
28.224	1.5
28.416	1.1
28.608	1.1
28.8	1.6
28.992	1.9
29.184	1.5
29.376	1.2
29.568	1.2
29.76	1
29.952	1.5
30.144	1.8
30.336	0.1
30.528	2.4
30.72	1
30.912	1.8
31.104	0.6
31.296	1.6
31.488	0.8
31.68	1.8
31.872	1.5
32.064	1.3
32.256	1.4
32.448	1.4
32.64	0.8
32.832	1.1
33.024	1.2
33.216	1.8
33.408	2.1
33.6	1.3
33.792	0.5
33.984	1.5
34.176	1.5
34.368	1.8
34.56	1.2
34.752	2
34.944	2.2
35.136	1.9
35.328	1.4
35.52	1.5
35.712	1.8
35.904	2.5
36.096	1.2
36.288	1.9
36.48	0.8
36.672	1.8
36.864	1.9
37.056	3
37.248	1.4
37.44	2.1
37.632	1.5
37.824	1.8
38.016	1.3
