# RD-05 Stratologger 2016-05-06
# t(s)	h (m)
53.1	1941.8808
53.15	1942.4904
53.2	1941.576
53.25	1940.6616
53.3	1940.3568
53.35	1940.3568
53.4	1939.7472
53.45	1940.052
53.5	1939.4424
53.55	1938.8328
53.6	1939.4424
53.65	1939.1376
53.7	1938.528
53.75	1938.2232
53.8	1938.528
53.85	1937.6136
53.9	1937.9184
53.95	1937.3088
54	1937.3088
54.05	1937.6136
54.1	1936.3944
54.15	1936.0896
54.2	1935.48
54.25	1935.1752
54.3	1935.48
54.35	1934.5656
54.4	1934.5656
54.45	1934.2608
54.5	1933.956
54.55	1933.3464
54.6	1933.0416
54.65	1932.1272
54.7	1932.432
54.75	1931.8224
54.8	1931.5176
54.85	1931.5176
54.9	1930.908
54.95	1930.908
55	1929.9936
55.05	1929.9936
55.1	1929.6888
55.15	1929.384
55.2	1928.7744
55.25	1928.4696
55.3	1928.1648
55.35	1927.86
55.4	1927.5552
55.45	1926.9456
55.5	1927.5552
55.55	1927.86
55.6	1927.2504
55.65	1926.6408
55.7	1926.336
55.75	1926.0312
55.8	1925.7264
55.85	1926.0312
55.9	1925.1168
55.95	1925.1168
56	1924.5072
56.05	1924.2024
56.1	1923.5928
56.15	1923.8976
56.2	1923.5928
56.25	1922.9832
56.3	1922.6784
56.35	1922.6784
56.4	1921.764
56.45	1921.764
56.5	1921.764
56.55	1920.8496
56.6	1920.8496
56.65	1920.8496
56.7	1920.5448
56.75	1919.6304
56.8	1919.6304
56.85	1919.3256
56.9	1919.6304
56.95	1918.716
57	1918.4112
57.05	1917.8016
57.1	1918.1064
57.15	1917.4968
57.2	1917.192
57.25	1917.4968
57.3	1915.9728
57.35	1915.9728
57.4	1915.668
57.45	1915.3632
57.5	1915.3632
57.55	1914.7536
57.6	1914.144
57.65	1914.144
57.7	1914.144
57.75	1913.5344
57.8	1912.9248
57.85	1912.3152
57.9	1912.3152
57.95	1912.3152
58	1912.3152
58.05	1912.3152
58.1	1911.4008
58.15	1911.4008
58.2	1911.4008
58.25	1910.1816
58.3	1909.8768
58.35	1909.8768
58.4	1909.8768
58.45	1909.2672
58.5	1908.9624
58.55	1908.3528
58.6	1908.3528
58.65	1908.3528
58.7	1907.1336
58.75	1907.1336
58.8	1906.8288
58.85	1906.524
58.9	1906.2192
58.95	1906.2192
59	1905
59.05	1904.6952
59.1	1904.6952
59.15	1904.3904
59.2	1904.0856
59.25	1903.476
59.3	1904.3904
59.35	1903.1712
59.4	1902.8664
59.45	1902.8664
59.5	1902.8664
59.55	1901.952
59.6	1901.6472
59.65	1901.0376
59.7	1900.7328
59.75	1900.1232
59.8	1900.1232
59.85	1900.1232
59.9	1899.5136
59.95	1898.5992
60	1898.2944
60.05	1898.5992
60.1	1898.5992
60.15	1897.9896
60.2	1897.6848
60.25	1897.38
60.3	1897.38
60.35	1897.38
60.4	1896.7704
60.45	1896.7704
60.5	1896.1608
60.55	1895.856
60.6	1895.2464
