#  Urano/Paraná-30, LT 9 Jan 2022
#t(s) h(m)
0	0.6096
0.05	0.3048
0.1	0
0.15	0
0.2	0
0.25	0
0.3	0
0.35	0
0.4	0.3048
0.45	0.6096
0.5	0
0.55	0
0.6	0.6096
0.65	1.2192
0.7	0.9144
0.75	1.8288
0.8	3.3528
0.85	4.2672
0.9	4.572
0.95	5.7912
1	7.62
1.05	10.3632
1.1	14.6304
1.15	20.1168
1.2	27.432
1.25	33.2232
1.3	38.4048
1.35	43.8912
1.4	60.3504
1.45	81.0768
1.5	96.6216
1.55	107.5944
1.6	135.636
1.65	142.9512
1.7	209.3976
1.75	163.6776
1.8	138.684
1.85	125.5776
1.9	97.2312
1.95	51.2064
2	39.0144
2.05	34.4424
2.1	36.2712
2.15	37.7952
2.2	38.1
2.25	41.7576
2.3	48.768
2.35	46.6344
2.4	53.34
2.45	57.6072
2.5	56.388
2.55	53.9496
2.6	53.9496
2.65	52.4256
2.7	50.292
2.75	46.6344
2.8	48.1584
2.85	49.3776
2.9	51.816
2.95	49.6824
3	46.0248
3.05	45.1104
3.1	43.8912
3.15	41.4528
3.2	43.8912
3.25	42.3672
3.3	39.0144
3.35	38.1
3.4	45.1104
3.45	43.2816
3.5	42.3672
3.55	38.7096
3.6	38.7096
3.65	38.1
3.7	36.2712
3.75	34.4424
3.8	33.528
3.85	32.004
3.9	29.5656
3.95	31.3944
4	27.7368
4.05	28.0416
4.1	27.1272
4.15	25.6032
4.2	25.908
4.25	24.384
4.3	23.7744
4.35	22.86
4.4	24.384
4.45	25.6032
4.5	25.6032
4.55	25.6032
4.6	25.6032
4.65	25.6032
4.7	24.0792
4.75	22.2504
4.8	21.336
4.85	20.7264
4.9	22.2504
4.95	21.0312
5	20.7264
5.05	19.812
5.1	17.0688
5.15	16.4592
5.2	14.9352
5.25	14.3256
5.3	16.1544
5.35	16.764
5.4	15.8496
5.45	13.1064
5.5	11.5824
5.55	9.7536
5.6	7.62
5.65	8.8392
5.7	8.8392
5.75	9.144
5.8	10.668
5.85	-5.4864
5.9	-0.9144
5.95	-2.4384
6	-2.7432
6.05	-0.3048
6.1	0.6096
6.15	-2.1336
6.2	-2.1336
6.25	0
6.3	-1.2192
6.35	-2.1336
6.4	-1.8288
6.45	-1.8288
6.5	-1.8288
6.55	-2.7432
6.6	-3.3528
6.65	-3.9624
6.7	-4.2672
6.75	-3.9624
6.8	-4.2672
6.85	-4.8768
6.9	-4.572
6.95	-4.572
7	-3.6576
7.05	-4.2672
7.1	-3.9624
7.15	-3.9624
7.2	-4.2672
7.25	-4.572
7.3	-4.2672
7.35	-4.572
7.4	-4.572
7.45	-4.2672
7.5	-4.2672
7.55	-4.2672
7.6	-3.9624
7.65	-4.2672
