#Netuno-F/Paraná-25/v2			LT 2 Dez 2019		StratoLoggerCF (SL-3)
#t(s) h(m)	
0	1.2192
0.05	1.524
0.1	2.4384
0.15	2.7432
0.2	3.6576
0.25	3.9624
0.3	4.8768
0.35	6.4008
0.4	6.7056
0.45	7.0104
0.5	8.2296
0.55	8.8392
0.6	10.0584
0.65	11.2776
0.7	12.4968
0.75	14.0208
0.8	15.24
0.85	17.0688
0.9	18.8976
0.95	21.336
1	22.86
1.05	25.908
1.1	30.1752
1.15	33.2232
1.2	36.2712
1.25	40.2336
1.3	44.196
1.35	47.5488
1.4	51.816
1.45	54.864
1.5	58.8264
1.55	62.1792
1.6	65.8368
1.65	69.1896
1.7	72.8472
1.75	76.8096
1.8	79.8576
1.85	83.5152
1.9	87.1728
1.95	90.2208
2	93.5736
2.05	96.6216
2.1	100.2792
2.15	103.632
2.2	106.3752
2.25	109.728
2.3	113.0808
2.35	116.7384
2.4	119.1768
2.45	121.92
2.5	125.2728
2.55	128.6256
2.6	131.6736
2.65	133.8072
2.7	137.16
2.75	140.208
2.8	142.9512
2.85	145.6944
2.9	148.4376
2.95	151.1808
3	154.5336
3.05	156.6672
3.1	159.1056
3.15	161.8488
3.2	164.2872
3.25	166.7256
3.3	169.164
3.35	172.212
3.4	174.6504
3.45	176.784
3.5	179.5272
3.55	181.6608
3.6	184.7088
3.65	186.2328
3.7	188.6712
3.75	191.4144
3.8	193.2432
3.85	194.7672
3.9	197.5104
3.95	199.644
4	201.4728
4.05	203.6064
4.1	205.4352
4.15	207.5688
4.2	209.7024
4.25	211.836
4.3	213.6648
4.35	215.1888
4.4	217.0176
4.45	218.8464
4.5	220.98
4.55	223.4184
4.6	224.6376
4.65	226.4664
4.7	227.6856
4.75	229.5144
4.8	231.3432
4.85	232.2576
4.9	234.696
4.95	236.22
5	237.744
5.05	239.5728
5.1	240.792
5.15	242.0112
5.2	244.1448
5.25	245.0592
5.3	246.888
5.35	247.1928
5.4	249.0216
5.45	250.8504
5.5	251.7648
5.55	253.5936
5.6	254.508
5.65	255.7272
5.7	256.6416
5.75	258.1656
5.8	259.08
5.85	260.604
5.9	261.2136
5.95	262.4328
6	263.3472
6.05	264.5664
6.1	265.176
6.15	266.3952
6.2	267.3096
6.25	267.6144
6.3	269.1384
6.35	269.748
6.4	270.9672
6.45	271.272
6.5	272.4912
6.55	272.796
6.6	273.7104
6.65	274.32
6.7	274.6248
6.75	275.844
6.8	276.7584
6.85	276.7584
6.9	277.368
6.95	278.2824
7	278.892
7.05	279.5016
7.1	280.1112
7.15	280.1112
7.2	280.7208
7.25	280.7208
