#Saturno-Alfa-2/Titã-3			LT 29 Jan 2023		StratoLoggerCF (SL-8)
#t(s)	h (m)
78.05	299.9232
78.1	299.9232
78.15	299.9232
78.2	299.9232
78.25	299.9232
78.3	299.9232
78.35	299.3136
78.4	298.704
78.45	297.18
78.5	296.5704
78.55	295.656
78.6	295.0464
78.65	293.8272
78.7	294.132
78.75	294.4368
78.8	294.4368
78.85	295.3512
78.9	295.3512
78.95	293.8272
79	291.9984
79.05	291.3888
79.1	292.3032
79.15	290.7792
79.2	288.9504
79.25	288.6456
79.3	287.7312
79.35	288.036
79.4	287.7312
79.45	287.1216
79.5	288.036
79.55	287.1216
79.6	286.512
79.65	285.2928
79.7	284.0736
79.75	283.1592
79.8	282.2448
79.85	282.2448
79.9	283.464
79.95	283.464
80	283.1592
80.05	283.1592
80.1	282.2448
80.15	281.6352
80.2	281.0256
80.25	279.1968
80.3	277.0632
80.35	276.4536
80.4	276.1488
80.45	276.4536
80.5	276.1488
80.55	275.844
80.6	276.1488
80.65	275.844
80.7	274.9296
80.75	273.7104
80.8	273.1008
80.85	272.4912
80.9	273.7104
80.95	273.1008
81	272.4912
81.05	272.1864
81.1	271.5768
81.15	270.9672
81.2	270.0528
81.25	269.748
81.3	268.5288
81.35	268.224
81.4	267.3096
81.45	265.7856
81.5	265.4808
81.55	265.7856
81.6	264.8712
81.65	265.176
81.7	264.8712
81.75	263.652
81.8	263.652
81.85	262.128
81.9	262.4328
81.95	262.4328
82	262.4328
82.05	262.128
82.1	261.8232
82.15	261.2136
82.2	260.604
82.25	259.6896
82.3	259.08
82.35	258.1656
82.4	257.2512
82.45	256.6416
82.5	256.3368
82.55	255.7272
82.6	254.2032
82.65	253.5936
82.7	253.2888
82.75	252.984
82.8	252.6792
82.85	252.0696
82.9	252.3744
82.95	252.0696
83	252.3744
83.05	252.6792
83.1	251.46
83.15	251.46
83.2	250.8504
83.25	249.6312
83.3	249.0216
83.35	250.2408
83.4	248.1072
83.45	247.4976
83.5	246.5832
83.55	245.6688
83.6	245.0592
83.65	244.4496
83.7	245.0592
83.75	244.4496
83.8	244.1448
83.85	243.5352
83.9	243.5352
83.95	242.0112
84	241.4016
84.05	242.0112
84.1	241.0968
84.15	240.1824
84.2	239.8776
84.25	239.5728
84.3	238.9632
84.35	238.0488
84.4	237.1344
84.45	236.8296
84.5	235.0008
84.55	233.4768
84.6	234.0864
84.65	233.4768
84.7	232.2576
84.75	231.9528
84.8	231.0384
84.85	231.0384
84.9	230.4288
84.95	231.0384
85	231.648
85.05	232.2576
85.1	232.5624
85.15	231.648
85.2	230.4288
85.25	229.8192
85.3	230.124
85.35	229.8192
85.4	227.9904
85.45	227.6856
85.5	227.076
85.55	226.7712
85.6	226.7712
85.65	224.9424
85.7	224.9424
85.75	224.3328
85.8	223.4184
85.85	222.504
85.9	222.504
85.95	222.504
86	221.8944
86.05	221.2848
86.1	220.6752
86.15	220.3704
86.2	219.456
86.25	218.2368
86.3	218.2368
86.35	218.2368
86.4	217.6272
86.45	217.6272
86.5	218.2368
86.55	217.3224
86.6	217.3224
86.65	216.408
86.7	215.1888
86.75	214.5792
86.8	213.6648
86.85	213.36
86.9	212.1408
86.95	212.1408
87	212.1408
87.05	210.9216
87.1	209.7024
87.15	208.4832
87.2	207.264
87.25	206.9592
87.3	206.6544
87.35	206.3496
87.4	205.74
87.45	205.1304
87.5	205.1304
87.55	205.1304
87.6	204.5208
87.65	203.9112
87.7	203.3016
87.75	202.9968
87.8	201.7776
87.85	201.4728
87.9	201.168
87.95	200.2536
88	199.9488
88.05	199.644
88.1	199.3392
88.15	199.644
88.2	199.3392
88.25	199.0344
88.3	198.7296
88.35	198.4248
88.4	196.9008
88.45	196.596
88.5	196.596
88.55	196.2912
88.6	195.6816
88.65	194.7672
88.7	193.8528
88.75	193.8528
88.8	192.9384
88.85	194.1576
88.9	193.2432
88.95	192.9384
89	192.9384
89.05	191.7192
89.1	192.9384
89.15	191.7192
89.2	189.5856
89.25	189.2808
89.3	188.6712
89.35	188.6712
89.4	187.7568
89.45	187.1472
89.5	186.5376
89.55	186.5376
89.6	185.6232
89.65	185.6232
89.7	185.0136
89.75	183.7944
89.8	183.7944
89.85	182.88
89.9	181.9656
89.95	181.9656
90	180.7464
90.05	180.4416
90.1	180.1368
90.15	181.0512
90.2	180.4416
90.25	179.5272
90.3	180.1368
90.35	179.2224
90.4	178.9176
90.45	178.6128
90.5	178.0032
90.55	176.1744
90.6	175.5648
90.65	176.784
90.7	175.8696
90.75	175.5648
90.8	175.26
90.85	173.736
90.9	173.4312
90.95	172.8216
91	171.9072
91.05	171.6024
91.1	171.6024
91.15	171.9072
91.2	172.212
91.25	170.3832
91.3	169.4688
91.35	169.4688
91.4	167.64
91.45	166.7256
91.5	165.8112
91.55	165.5064
91.6	163.9824
91.65	163.6776
91.7	163.9824
91.75	162.7632
91.8	162.4584
91.85	162.1536
91.9	162.1536
91.95	161.2392
92	161.2392
92.05	160.3248
92.1	160.9344
92.15	160.3248
92.2	160.3248
92.25	160.6296
92.3	161.544
92.35	161.2392
92.4	160.02
92.45	158.8008
92.5	158.496
92.55	157.8864
92.6	156.972
92.65	156.3624
92.7	155.7528
92.75	154.8384
92.8	154.5336
92.85	153.924
92.9	153.6192
92.95	153.3144
93	152.7048
93.05	152.0952
93.1	152.7048
93.15	152.4
93.2	151.7904
93.25	151.1808
93.3	150.2664
93.35	149.9616
93.4	148.4376
93.45	148.4376
93.5	148.1328
93.55	149.0472
93.6	149.0472
93.65	148.1328
93.7	147.5232
93.75	147.5232
93.8	145.9992
93.85	144.78
93.9	144.1704
93.95	143.5608
94	142.6464
94.05	142.3416
94.1	141.732
94.15	141.4272
94.2	142.0368
94.25	142.0368
94.3	141.732
94.35	141.4272
94.4	140.8176
94.45	140.8176
94.5	139.9032
94.55	138.0744
94.6	138.684
94.65	137.7696
94.7	137.4648
94.75	136.5504
94.8	136.2456
94.85	136.2456
94.9	135.0264
94.95	132.588
95	131.6736
95.05	130.7592
95.1	131.064
95.15	129.54
95.2	129.2352
95.25	129.8448
95.3	130.7592
95.35	131.064
95.4	131.6736
95.45	131.064
95.5	130.7592
95.55	129.2352
95.6	128.6256
95.65	128.9304
95.7	127.4064
95.75	127.7112
95.8	126.7968
95.85	127.7112
95.9	125.8824
95.95	124.3584
96	124.3584
96.05	124.968
96.1	124.0536
96.15	123.444
96.2	124.0536
96.25	123.1392
96.3	122.8344
96.35	121.6152
96.4	119.7864
96.45	118.872
96.5	117.9576
96.55	117.348
96.6	117.0432
96.65	116.1288
96.7	115.824
96.75	115.5192
96.8	114.9096
96.85	114.9096
96.9	114.3
96.95	113.9952
97	114.3
97.05	113.9952
97.1	113.0808
97.15	112.1664
97.2	111.8616
97.25	111.252
97.3	110.9472
97.35	110.9472
97.4	110.3376
97.45	110.0328
97.5	109.4232
97.55	108.8136
97.6	108.5088
97.65	108.204
97.7	107.8992
97.75	107.8992
97.8	106.9848
97.85	106.68
97.9	106.3752
97.95	104.8512
98	105.4608
98.05	105.4608
98.1	103.9368
98.15	103.9368
98.2	105.156
98.25	103.9368
98.3	103.3272
98.35	104.2416
98.4	103.0224
98.45	103.0224
98.5	102.7176
98.55	101.1936
98.6	99.6696
98.65	99.06
98.7	98.4504
98.75	98.4504
98.8	98.1456
98.85	97.536
98.9	96.9264
98.95	96.6216
99	96.012
99.05	94.7928
99.1	94.488
99.15	94.1832
99.2	93.5736
99.25	93.2688
99.3	92.964
99.35	92.0496
99.4	93.5736
99.45	92.964
99.5	92.3544
99.55	91.44
99.6	91.7448
99.65	90.8304
99.7	90.8304
99.75	89.916
99.8	89.0016
99.85	89.0016
99.9	88.392
99.95	87.7824
100	87.4776
100.05	87.7824
100.1	85.6488
100.15	84.7344
100.2	85.344
100.25	85.344
100.3	85.0392
100.35	84.1248
100.4	83.2104
100.45	82.296
100.5	81.3816
100.55	81.0768
100.6	80.772
100.65	81.6864
100.7	79.248
100.75	80.772
100.8	79.8576
100.85	78.9432
100.9	78.6384
100.95	77.724
101	77.4192
101.05	77.4192
101.1	76.5048
101.15	76.5048
101.2	76.2
101.25	76.2
101.3	75.5904
101.35	74.0664
101.4	73.152
101.45	72.2376
101.5	72.2376
101.55	71.628
101.6	71.628
101.65	71.3232
101.7	70.7136
101.75	71.628
101.8	70.4088
101.85	69.7992
101.9	69.1896
101.95	68.2752
102	67.9704
102.05	67.9704
102.1	66.7512
102.15	66.1416
102.2	65.532
102.25	64.3128
102.3	64.6176
102.35	64.3128
102.4	63.3984
102.45	62.484
102.5	62.1792
102.55	61.5696
102.6	61.2648
102.65	60.6552
102.7	60.6552
102.75	60.0456
102.8	60.0456
102.85	58.8264
102.9	59.436
102.95	60.0456
103	59.436
103.05	58.2168
103.1	58.2168
103.15	57.3024
103.2	56.388
103.25	55.1688
103.3	54.864
103.35	54.5592
103.4	53.9496
103.45	53.9496
103.5	53.9496
103.55	53.34
103.6	52.4256
103.65	51.2064
103.7	49.9872
103.75	48.4632
103.8	48.768
103.85	48.4632
103.9	48.768
103.95	47.8536
104	48.1584
104.05	47.5488
104.1	46.6344
104.15	46.6344
104.2	46.6344
104.25	46.3296
104.3	46.6344
104.35	46.0248
104.4	44.8056
104.45	43.8912
104.5	42.672
104.55	41.148
104.6	39.624
104.65	39.624
104.7	39.624
104.75	39.0144
104.8	38.7096
104.85	38.1
104.9	38.1
104.95	38.7096
105	38.1
105.05	39.0144
105.1	37.7952
105.15	37.4904
105.2	36.576
105.25	35.6616
105.3	34.7472
105.35	34.4424
105.4	33.528
105.45	31.0896
105.5	29.5656
105.55	28.956
105.6	29.5656
105.65	29.5656
105.7	29.8704
105.75	29.2608
105.8	28.6512
105.85	27.1272
105.9	26.2128
105.95	24.9936
106	24.0792
106.05	23.7744
106.1	23.4696
106.15	23.1648
106.2	23.1648
106.25	22.86
106.3	23.1648
106.35	23.7744
106.4	24.6888
106.45	23.7744
106.5	23.1648
106.55	22.2504
106.6	21.0312
106.65	19.812
106.7	18.5928
106.75	17.3736
106.8	16.764
106.85	15.5448
106.9	15.24
106.95	15.5448
107	15.8496
107.05	15.5448
107.1	14.3256
107.15	13.1064
107.2	12.192
107.25	11.5824
107.3	10.9728
107.35	10.9728
107.4	10.0584
107.45	10.3632
107.5	9.7536
107.55	9.144
107.6	8.5344
107.65	7.9248
107.7	8.2296
107.75	7.9248
107.8	9.144
107.85	9.144
107.9	8.2296
107.95	8.8392
108	8.5344
108.05	3.6576
108.1	0.3048
108.15	-2.1336
108.2	-3.9624
108.25	-3.048
108.3	-3.9624
108.35	-4.2672
108.4	-4.2672
108.45	-3.6576
108.5	-3.3528
108.55	-3.3528
108.6	-3.3528
108.65	-3.3528
108.7	-3.048
108.75	-3.3528
108.8	-3.6576
108.85	-3.3528
108.9	-3.9624
108.95	-3.9624
109	-4.2672
109.05	-3.9624
109.1	-4.2672
109.15	-3.9624
109.2	-3.9624
109.25	-4.572
109.3	-3.6576
109.35	-3.6576
109.4	-3.6576
109.45	-3.9624
109.5	-3.9624
109.55	-3.9624
109.6	-3.9624
109.65	-3.9624
109.7	-4.2672
109.75	-3.9624
109.8	-3.9624
109.85	-3.6576
109.9	-3.6576
109.95	-3.6576
110	-3.9624
110.05	-3.9624
110.1	-3.6576
110.15	-3.9624
110.2	-3.6576
110.25	-3.6576
110.3	-3.9624
110.35	-3.6576
110.4	-3.6576
110.45	-3.9624
110.5	-3.6576
110.55	-3.6576
110.6	-3.9624
110.65	-3.6576
110.7	-3.3528
110.75	-3.6576
110.8	-3.6576
110.85	-3.9624
110.9	-3.9624
110.95	-3.6576
111	-3.6576
111.05	-3.6576
111.1	-3.9624
111.15	-3.6576
111.2	-3.9624
111.25	-3.6576
111.3	-3.6576
111.35	-3.3528
111.4	-3.6576
111.45	-3.6576
111.5	-3.6576
111.55	-3.3528
111.6	-3.3528
111.65	-4.2672
111.7	-3.6576
111.75	-3.6576
111.8	-3.9624
111.85	-3.6576
111.9	-3.6576
111.95	-3.3528
112	-3.6576
112.05	-3.6576
112.1	-3.6576
112.15	-3.6576
112.2	-3.9624
112.25	-3.9624
112.3	-3.9624
112.35	-3.9624
112.4	-3.3528
112.45	-3.9624
112.5	-3.9624
112.55	-3.6576
112.6	-4.2672
112.65	-3.6576
112.7	-3.6576
112.75	-3.6576
112.8	-3.6576
112.85	-3.9624
112.9	-4.2672
112.95	-3.9624
113	-3.6576
113.05	-3.6576
113.1	-3.9624
113.15	-3.6576
113.2	-3.9624
113.25	-3.9624
113.3	-4.2672
113.35	-4.2672
113.4	-3.9624
113.45	-3.9624
113.5	-4.2672
113.55	-3.9624
113.6	-3.9624
113.65	-3.9624
113.7	-3.6576
113.75	-3.9624
113.8	-3.6576
113.85	-3.9624
113.9	-4.2672
113.95	-3.9624
