#Netuno-F/Galateia-2			LT 28 Ago 2022		StratoLoggerCF (SL-9)	
#t(s)	h (m)
34.65	143.256
34.7	143.5608
34.75	143.256
34.8	142.9512
34.85	142.0368
34.9	142.3416
34.95	141.4272
35	141.1224
35.05	141.1224
35.1	140.8176
35.15	139.9032
35.2	139.9032
35.25	139.9032
35.3	139.9032
35.35	139.5984
35.4	138.684
35.45	138.684
35.5	138.3792
35.55	137.7696
35.6	137.4648
35.65	137.16
35.7	136.2456
35.75	136.8552
35.8	135.636
35.85	135.3312
35.9	135.0264
35.95	134.7216
36	135.0264
36.05	134.112
36.1	134.112
36.15	133.5024
36.2	133.1976
36.25	132.8928
36.3	132.8928
36.35	132.2832
36.4	131.6736
36.45	131.6736
36.5	131.6736
36.55	130.7592
36.6	130.7592
36.65	130.1496
36.7	130.4544
36.75	129.54
36.8	129.8448
36.85	129.2352
36.9	128.9304
36.95	128.6256
37	128.016
37.05	128.016
37.1	127.4064
37.15	127.4064
37.2	126.7968
37.25	126.492
37.3	126.1872
37.35	125.8824
37.4	125.2728
37.45	124.6632
37.5	124.6632
37.55	124.6632
37.6	124.3584
37.65	123.7488
37.7	123.1392
37.75	122.8344
37.8	122.8344
37.85	122.5296
37.9	122.2248
37.95	121.6152
38	121.0056
38.05	121.3104
38.1	120.396
38.15	119.7864
38.2	119.4816
38.25	119.1768
38.3	119.1768
38.35	118.5672
38.4	118.2624
38.45	117.348
38.5	117.348
38.55	117.348
38.6	117.348
38.65	116.1288
38.7	116.1288
38.75	115.824
38.8	116.1288
38.85	115.824
38.9	115.5192
38.95	115.824
39	114.9096
39.05	114.6048
39.1	113.9952
39.15	113.3856
39.2	112.4712
39.25	112.4712
39.3	112.4712
39.35	112.1664
39.4	111.8616
39.45	111.5568
39.5	111.252
39.55	110.9472
39.6	110.3376
39.65	110.3376
39.7	110.0328
39.75	109.4232
39.8	109.1184
39.85	108.8136
39.9	108.8136
39.95	107.5944
40	107.5944
40.05	106.68
40.1	106.0704
40.15	106.3752
40.2	106.3752
40.25	106.68
40.3	106.3752
40.35	105.7656
40.4	105.7656
40.45	106.0704
40.5	105.156
40.55	104.5464
40.6	104.2416
40.65	103.9368
40.7	103.9368
40.75	103.3272
40.8	103.632
40.85	103.0224
40.9	103.0224
40.95	102.7176
41	102.108
41.05	102.108
41.1	100.8888
41.15	100.8888
41.2	101.1936
41.25	100.8888
41.3	100.584
41.35	99.9744
41.4	99.9744
41.45	99.6696
41.5	98.7552
41.55	99.06
41.6	98.4504
41.65	97.536
41.7	97.8408
41.75	97.536
41.8	96.6216
41.85	96.6216
41.9	96.6216
41.95	96.012
42	96.012
42.05	96.012
42.1	95.0976
42.15	95.4024
42.2	95.0976
42.25	94.488
42.3	93.8784
42.35	92.964
42.4	92.964
42.45	92.964
42.5	92.964
42.55	92.3544
42.6	92.0496
42.65	91.44
42.7	91.44
42.75	91.1352
42.8	90.8304
42.85	90.8304
42.9	89.916
42.95	89.916
43	90.2208
43.05	89.916
43.1	89.6112
43.15	88.6968
43.2	88.6968
43.25	88.392
43.3	88.0872
43.35	88.392
43.4	87.4776
43.45	86.868
43.5	87.1728
43.55	86.5632
43.6	85.6488
43.65	85.6488
43.7	85.0392
43.75	85.0392
43.8	84.4296
43.85	84.7344
43.9	84.1248
43.95	83.82
44	83.5152
44.05	83.2104
44.1	82.6008
44.15	82.296
44.2	81.9912
44.25	81.3816
44.3	81.3816
44.35	80.772
44.4	80.1624
44.45	79.5528
44.5	79.248
44.55	79.8576
44.6	79.248
44.65	78.9432
44.7	79.248
44.75	78.0288
44.8	78.3336
44.85	77.4192
44.9	77.1144
44.95	77.1144
45	77.1144
45.05	78.0288
45.1	77.1144
45.15	76.2
45.2	75.5904
45.25	75.2856
